xml_file_name,ucid,date,labels,patent_number
EP-1628142-B1.xml,EP-1628142-B1,20151104,"['G01T   1/20        20060101A I20070224RMEP        ', ' G21K   4/00        20060101ALI20140730BHEP        ', ' C09K  11/77        20060101AFI20140730BHEP        ']",1628142
EP-1712735-B1.xml,EP-1712735-B1,20151014,"['F01D   5/02        20060101ALI20140313BHEP        ', ' F01D   5/00        20060101AFI20140313BHEP        ', ' B23P   6/00        20060101ALI20140313BHEP        ']",1712735
EP-1777792-B1.xml,EP-1777792-B1,20151007,"['H02P  25/14        20060101AFI20131210BHEP        ', ' H02M   5/257       20060101ALI20131210BHEP        ', ' H02K  11/00        20060101ALI20131210BHEP        ', ' H02H   7/08        20060101ALI20131210BHEP        ']",1777792
EP-1788455-B1.xml,EP-1788455-B1,20151021,['G03G  15/00        20060101AFI20140403BHEP        '],1788455
EP-1798380-B1.xml,EP-1798380-B1,20151111,['F01D  11/00        20060101AFI20140430BHEP        '],1798380
EP-1847773-B1.xml,EP-1847773-B1,20151230,"['F23J   1/00        20060101ALI20131129BHEP        ', ' F23C  10/18        20060101AFI20131129BHEP        ']",1847773
EP-1857630-B1.xml,EP-1857630-B1,20151021,['E06B   9/50        20060101AFI20131211BHEP        '],1857630
EP-1898530-B1.xml,EP-1898530-B1,20151028,"['H04B   5/02        20060101ALI20150331RHJP        ', ' H04B   5/00        20060101ALI20131212BHEP        ', ' H04B   1/69        20110101ALI20131212BHEP        ', ' H04B   1/18        20060101AFI20131212BHEP        ']",1898530
EP-1918964-B1.xml,EP-1918964-B1,20151014,"['H01J  37/28        20060101ALI20140307BHEP        ', ' H01J  37/26        20060101AFI20140307BHEP        ']",1918964
EP-1942233-B1.xml,EP-1942233-B1,20151209,"['E04B   2/74        20060101AFI20140307BHEP        ', ' A47F   5/08        20060101ALI20140307BHEP        ', ' A47B  95/00        20060101ALI20140307BHEP        ']",1942233
EP-1942249-B1.xml,EP-1942249-B1,20151028,"['F02C   7/047       20060101ALI20140128BHEP        ', ' F01D  25/10        20060101ALI20140128BHEP        ', ' F01D  25/08        20060101ALI20140128BHEP        ', ' F01D  25/02        20060101ALI20140128BHEP        ', ' F01D   5/08        20060101ALI20140128BHEP        ', ' F01D   5/04        20060101AFI20140128BHEP        ']",1942249
EP-1942258-B1.xml,EP-1942258-B1,20151104,['F02C   7/052       20060101AFI20140721BHEP        '],1942258
EP-1950409-B1.xml,EP-1950409-B1,20151202,"['F02M  43/00        20060101ALI20150529BHEP        ', ' F02M  21/02        20060101AFI20150529BHEP        ', ' F02D  19/06        20060101ALI20150529BHEP        ', ' F02D  19/02        20060101ALI20150529BHEP        ']",1950409
EP-1959095-B1.xml,EP-1959095-B1,20151028,['F01D   5/00        20060101AFI20140505BHEP        '],1959095
EP-1959097-B1.xml,EP-1959097-B1,20151202,['F01D   5/18        20060101AFI20140307BHEP        '],1959097
EP-1972759-B1.xml,EP-1972759-B1,20151209,"['F01D  25/18        20060101ALI20141104BHEP        ', ' F01D  25/16        20060101AFI20141104BHEP        ']",1972759
EP-1975389-B1.xml,EP-1975389-B1,20151202,"['F02C   9/42        20060101ALI20140612BHEP        ', ' F02C   7/228       20060101ALI20140612BHEP        ', ' F02C   9/40        20060101AFI20140612BHEP        ']",1975389
EP-1986195-B1.xml,EP-1986195-B1,20151021,['G11B  27/32        20060101AFI20140204BHEP        '],1986195
