xml_file_name,ucid,date,labels,patent_number
US-20150010363-A1.xml,US-20150010363-A1,20150108.0,"['E02B  17/02        20060101ALI20150108BHUS        ', ' E02C   5/00        20060101AFI20150108BHUS        ']",20150010363
US-20150017297-A1.xml,US-20150017297-A1,20150115.0,"['A23L   2/56        20060101ALI20150115BHUS        ', ' A23D   9/02        20060101AFI20150115BHUS        ', ' C12J   1/08        20060101ALI20150115BHUS        ']",20150017297
US-20150047253-A1.xml,US-20150047253-A1,20150219.0,['C10F   5/00        20060101AFI20150219BHUS        '],20150047253
US-20150064375-A1.xml,US-20150064375-A1,20150305.0,['F16S   3/00        20060101AFI20150305BHUS        '],20150064375
US-20150068384-A1.xml,US-20150068384-A1,20150312.0,"['G10H   1/34        20060101ALI20150312BHUS        ', ' G10B   3/12        20060101AFI20150312BHUS        ']",20150068384
US-20150071451-A1.xml,US-20150071451-A1,20150312.0,"['G10B   1/04        20060101AFI20150312BHUS        ', ' G10K  15/00        20060101ALI20150312BHUS        ', ' H03G   3/20        20060101ALI20150312BHUS        ']",20150071451
US-20150075040-A1.xml,US-20150075040-A1,20150319.0,"['G09D   3/04        20060101AFI20150319BHUS        ', ' B23D  15/08        20060101ALI20150319BHUS        ', ' B21D  22/00        20060101ALI20150319BHUS        ', ' B21D  53/00        20060101ALI20150319BHUS        ', ' B21D  43/09        20060101ALI20150319BHUS        ']",20150075040
US-20150096431-A1.xml,US-20150096431-A1,20150409.0,"['G10B   3/02        20060101ALI20150409BHUS        ', ' G09B  15/00        20060101AFI20150409BHUS        ']",20150096431
US-20150107718-A1.xml,US-20150107718-A1,20150423.0,"['B27M   1/08        20060101ALI20150423BHUS        ', ' B27H   5/00        20060101AFI20150423BHUS        ']",20150107718
US-20150108181-A1.xml,US-20150108181-A1,20150423.0,['D06J   1/00        20060101AFI20150423BHUS        '],20150108181
US-20150111267-A1.xml,US-20150111267-A1,20150423.0,"['C12J   1/04        20060101ALI20150423BHUS        ', ' C12P   7/54        20060101AFI20150423BHUS        ']",20150111267
US-20150128785-A1.xml,US-20150128785-A1,20150514.0,['G10B   3/10        20060101AFI20150514BHUS        '],20150128785
US-20150130601-A1.xml,US-20150130601-A1,20150514.0,"['G06D   7/00        20060101A I20051110RMEP        ', ' G01M  17/00        20060101A I20051110RMEP        ', ' G06F  19/00        20060101A I20051110RMEP        ', ' B60R  99/00        20090101ALI20081227RMEP        ', ' G01C  21/00        20060101AFI20060310RMJP        ', ' G06F  17/00        20060101A I20051110RMEP        ', ' G01S  19/14        20100101ALI20100101RMUS        ', ' G01C  21/36        20060101A I20080531RMEP        ', ' H04N   9/04        20060101A I20051110RMEP        ', ' B60H   1/00        20060101A I20051008RMEP        ', ' B60R  16/023       20060101A I20070721RMEP        ', ' H04N   5/225       20060101A I20051110RMEP        ', ' B60R  16/02        20060101A I20051008RMEP        ', ' B60K  35/00        20060101AFI20150514BHUS        ', ' G06F   3/048       20060101ALI20060310RMJP        ', ' G01S  19/23        20100101ALI20100101RMUS        ', ' B60K  37/06        20060101A I20080531RMEP        ', ' G06F   7/00        20060101A I20051110RMEP        ', ' G05D   1/00        20060101A I20051110RMEP        ']",20150130601
US-20150152579-A1.xml,US-20150152579-A1,20150604.0,"['D04G   5/00        20060101AFI20150604BHUS        ', ' B65H  69/04        20060101ALI20150604BHUS        ']",20150152579
US-20150159306-A1.xml,US-20150159306-A1,20150611.0,['D03J   1/14        20060101AFI20150611BHUS        '],20150159306
US-20150197032-A1.xml,US-20150197032-A1,20150716.0,"['B29C  53/02        20060101ALI20150716BHUS        ', ' B27H   1/00        20060101AFI20150716BHUS        ']",20150197032
US-20150197879-A1.xml,US-20150197879-A1,20150716.0,"['G05B  15/02        20060101ALI20150716BHUS        ', ' D03J   1/00        20060101ALI20150716BHUS        ', ' D03D  51/02        20060101AFI20150716BHUS        ']",20150197879
US-20150210531-A1.xml,US-20150210531-A1,20150730.0,"['B68C   1/02        20060101AFI20150730BHUS        ', ' B68F   1/00        20060101ALI20150730BHUS        ']",20150210531
US-20150217476-A1.xml,US-20150217476-A1,20150806.0,"['B29C  53/80        20060101ALI20150806BHUS        ', ' B27H   1/00        20060101AFI20150806BHUS        ', ' B29C  51/38        20060101ALI20150806BHUS        ', ' B29C  51/26        20060101ALI20150806BHUS        ', ' B29C  51/20        20060101ALI20150806BHUS        ', ' B29C  53/04        20060101ALI20150806BHUS        ', ' F16H  19/08        20060101ALI20150806BHUS        ']",20150217476
US-20150221245-A1.xml,US-20150221245-A1,20150806.0,"['G09F  11/23        20060101AFI20150806BHUS        ', ' G09D   3/10        20060101ALI20150806BHUS        ']",20150221245
US-20150221294-A1.xml,US-20150221294-A1,20150806.0,"['G10H   1/00        20060101AFI20150806BHUS        ', ' G10B   3/14        20060101ALI20150806BHUS        ']",20150221294
