xml_file_name,ucid,date,labels,patent_number
US-9149011-B2.xml,US-9149011-B2,20151006.0,"['B05B  15/06        20060101ALN20151006BHUS        ', ' A01G  25/02        20060101AFI20151006BHUS        ', ' B02B   5/00        20060101ALN20151006BHUS        ']",9149011
US-9149021-B2.xml,US-9149021-B2,20151006.0,"['A01K  29/00        20060101ALI20151006BHUS        ', ' A01K  13/00        20060101ALI20151006BHUS        ', ' A01L   9/00        20060101ALI20151006BHUS        ']",9149021
US-9149700-B1.xml,US-9149700-B1,20151006.0,"['A63K   3/00        20060101AFI20151006BHUS        ', ' A63K   3/02        20060101ALI20151006BHUS        ', ' A61G  15/00        20060101ALI20151006BHUS        ', ' A63B  69/00        20060101ALI20151006BHUS        ', ' A61F   5/00        20060101ALI20151006BHUS        ']",9149700
US-9149920-B2.xml,US-9149920-B2,20151006.0,"['B25C   1/00        20060101ALI20151006BHUS        ', ' B27F   7/00        20060101AFI20151006BHUS        ', ' B25F   5/02        20060101ALI20151006BHUS        ', ' B25C   7/00        20060101ALI20151006BHUS        ']",9149920
US-9149986-B2.xml,US-9149986-B2,20151006.0,"['B29C  67/00        20060101AFI20151006BHUS        ', ' B33Y  10/00        20150101ALN20151006BHUS        ', ' B33Y  30/00        20150101ALN20151006BHUS        ']",9149986
US-9149987-B2.xml,US-9149987-B2,20151006.0,"['B05C   5/02        20060101ALI20151006BHUS        ', ' B33Y  10/00        20150101ALN20151006BHUS        ', ' B29C  67/00        20060101AFI20151006BHUS        ', ' B33Y  30/00        20150101ALN20151006BHUS        ']",9149987
US-9150046-B2.xml,US-9150046-B2,20151006.0,['B43M   3/04        20060101AFI20151006BHUS        '],9150046
US-9150462-B2.xml,US-9150462-B2,20151006.0,"['B64D  25/14        20060101AFI20151006BHUS        ', ' C06D   5/00        20060101ALI20151006BHUS        ']",9150462
US-9150998-B2.xml,US-9150998-B2,20151006.0,"['D06H   7/24        20060101ALI20151006BHUS        ', ' C23F   4/00        20060101ALI20151006BHUS        ', ' B23P  15/40        20060101ALI20151006BHUS        ', ' B26F   1/00        20060101ALI20151006BHUS        ', ' D06H   7/00        20060101ALI20151006BHUS        ', ' C23F   1/04        20060101ALI20151006BHUS        ', ' B21D  37/20        20060101ALI20151006BHUS        ', ' B26F   1/42        20060101ALI20151006BHUS        ', ' C23F   1/02        20060101AFI20151006BHUS        ', ' B26F   1/38        20060101ALI20151006BHUS        ', ' B44C   3/08        20060101ALI20151006BHUS        ']",9150998
US-9151177-B2.xml,US-9151177-B2,20151006.0,"['F01K   7/22        20060101ALI20151006BHUS        ', ' F01D  15/10        20060101ALI20151006BHUS        ', ' F01K  11/02        20060101AFI20151006BHUS        ', ' F22G   1/02        20060101ALI20151006BHUS        ']",9151177
US-9155129-B2.xml,US-9155129-B2,20151006.0,"['H05K   1/03        20060101ALN20151006BHUS        ', ' B29C  43/52        20060101ALN20151006BHUS        ', ' B41B   5/00        20060101AFI20151006BHUS        ', ' H05K   1/16        20060101ALN20151006BHUS        ', ' H05K   3/28        20060101ALN20151006BHUS        ', ' H05B   3/28        20060101ALI20151006BHUS        ', ' H05K  13/00        20060101ALI20151006BHUS        ']",9155129
US-9155253-B2.xml,US-9155253-B2,20151013.0,"['A01G  23/099       20060101ALI20151013BHUS        ', ' G01B   5/10        20060101ALI20151013BHUS        ', ' A01G  23/083       20060101AFI20151013BHUS        ', ' B27L   1/06        20060101ALI20151013BHUS        ', ' A01G  23/095       20060101ALI20151013BHUS        ', ' G01B   5/00        20060101ALI20151013BHUS        ']",9155253
US-9155309-B2.xml,US-9155309-B2,20151013.0,"['A01N  59/12        20060101ALI20151013BHUS        ', ' A41D  19/015       20060101ALI20151013BHUS        ', ' D06M  16/00        20060101ALI20151013BHUS        ', ' A43B  23/00        20060101ALI20151013BHUS        ', ' D06M  23/08        20060101ALI20151013BHUS        ', ' D06N   7/00        20060101ALI20151013BHUS        ', ' A42C   5/00        20060101ALI20151013BHUS        ', ' D06M  11/00        20060101ALI20151013BHUS        ', ' D01F   1/10        20060101ALI20151013BHUS        ', ' A61K  33/34        20060101ALI20151013BHUS        ', ' A61L  15/44        20060101ALI20151013BHUS        ', ' A01N  59/20        20060101AFI20151013BHUS        ', ' B32B   5/16        20060101ALI20151013BHUS        ', ' D21H  27/20        20060101ALI20151013BHUS        ', ' D06M 101/06        20060101ALN20151013BHUS        ', ' A01N  25/34        20060101ALI20151013BHUS        ', ' A01N  59/18        20060101ALI20151013BHUS        ', ' A61K  33/18        20060101ALI20151013BHUS        ', ' A01N  59/16        20060101ALI20151013BHUS        ', ' D21H  21/36        20060101ALI20151013BHUS        ', ' A61L  31/16        20060101ALI20151013BHUS        ', ' D06M  11/11        20060101ALI20151013BHUS        ']",9155309
US-9155348-B2.xml,US-9155348-B2,20151013.0,"['A42B   1/00        20060101ALI20151013BHUS        ', ' A42C   1/00        20060101AFI20151013BHUS        ']",9155348
US-9155380-B2.xml,US-9155380-B2,20151013.0,"['A47L  13/26        20060101ALI20151013BHUS        ', ' A47L  13/22        20060101ALI20151013BHUS        ', ' A47L  13/00        20060101ALI20151013BHUS        ', ' B43M  11/02        20060101ALI20151013BHUS        ', ' A46B  11/06        20060101ALI20151013BHUS        ', ' A45F   5/02        20060101ALI20151013BHUS        ', ' A47L  13/50        20060101ALI20151013BHUS        ', ' A45F   3/14        20060101ALI20151013BHUS        ', ' A46B  11/00        20060101ALI20151013BHUS        ', ' B43K  23/02        20060101AFI20151013BHUS        ']",9155380
US-9156034-B2.xml,US-9156034-B2,20151013.0,"['B02C  19/00        20060101ALI20151013BHUS        ', ' B02C   1/00        20060101ALI20151013BHUS        ', ' A61L   2/07        20060101ALI20151013BHUS        ', ' A61L   2/08        20060101AFI20151013BHUS        ', ' B02B   5/02        20060101ALI20151013BHUS        ', ' B09B   3/00        20060101ALI20151013BHUS        ', ' A61L  11/00        20060101ALI20151013BHUS        ']",9156034
US-9156041-B1.xml,US-9156041-B1,20151013.0,"['F41H   9/06        20060101ALI20151013BHUS        ', ' C06D   3/00        20060101ALI20151013BHUS        ', ' B05B   1/24        20060101AFI20151013BHUS        ']",9156041
US-9156205-B2.xml,US-9156205-B2,20151013.0,"['B29C  67/00        20060101AFI20151013BHUS        ', ' B29K 105/10        20060101ALN20151013BHUS        ', ' B29C  69/00        20060101ALI20151013BHUS        ', ' B33Y  40/00        20150101ALN20151013BHUS        ', ' B29K 105/00        20060101ALN20151013BHUS        ', ' B29K 101/12        20060101ALN20151013BHUS        ', ' B29C  70/20        20060101ALI20151013BHUS        ', ' B33Y  30/00        20150101ALN20151013BHUS        ']",9156205
